"location","total_vaccinations","cum_total_vaccinations"
"Latvia","2021-03-13",2727455
"Latvia","2021-03-14",2840171
"Latvia","2021-03-15",2958560
"Latvia","2021-03-16",3077133
"Latvia","2021-03-17",3195878
"Latvia","2021-03-18",3314900
"Latvia","2021-03-19",3434844
"Latvia","2021-03-20",3555189
"Latvia","2021-03-21",3675558
"Latvia","2021-03-22",3799613
"Latvia","2021-03-23",3931233
"Latvia","2021-03-24",4071351
"Latvia","2021-03-25",4218590
"Latvia","2021-03-26",4370875
"Latvia","2021-03-27",4523728
"Latvia","2021-03-28",4676611
"Latvia","2021-03-29",4832186
"Latvia","2021-03-30",4994033
"Latvia","2021-03-31",5162963
"Latvia","2021-04-01",5336838
"Latvia","2021-04-02",5511281
"Latvia","2021-04-03",5689384
"Latvia","2021-04-04",5869112
"Latvia","2021-04-05",6051709
"Latvia","2021-04-06",6240445
"Latvia","2021-04-07",6439979
"Latvia","2021-04-08",6647336
"Latvia","2021-04-09",6860516
"Latvia","2021-04-10",7075713
"Latvia","2021-04-11",7290999
"Latvia","2021-04-12",7509382
"Latvia","2021-04-13",7732269
"Latvia","2021-04-14",7962128
"Latvia","2021-04-15",8198482
"Latvia","2021-04-16",8444366
"Latvia","2021-04-17",8696799
"Latvia","2021-04-18",8950155
"Latvia","2021-04-19",9207454
"Latvia","2021-04-20",9472114
"Latvia","2021-04-21",9747274
"Latvia","2021-04-22",10032251
"Latvia","2021-04-23",10328016
"Latvia","2021-04-24",10629924
"Latvia","2021-04-25",10933190
"Latvia","2021-04-26",11241001
"Latvia","2021-04-27",11556303
"Latvia","2021-04-28",11886234
"Latvia","2021-04-29",12230596
"Latvia","2021-04-30",12586492
"Latvia","2021-05-01",12949240
"Latvia","2021-05-02",13313587
"Latvia","2021-05-03",13680895
"Latvia","2021-05-04",14057069
"Latvia","2021-05-05",14449987
"Latvia","2021-05-06",14864586
"Latvia","2021-05-07",15299142
"Latvia","2021-05-08",15745980
"Latvia","2021-05-09",16194436
"Latvia","2021-05-10",16652462
"Latvia","2021-05-11",17128475
"Latvia","2021-05-12",17627274
"Latvia","2021-05-13",18148461
"Latvia","2021-05-14",18691539
"Latvia","2021-05-15",19247893
"Latvia","2021-05-16",19809267
"Latvia","2021-05-17",20382586
"Latvia","2021-05-18",20973190
"Latvia","2021-05-19",21586588
"Latvia","2021-05-20",22221234
"Latvia","2021-05-21",22876500
"Latvia","2021-05-22",23544418
"Latvia","2021-05-23",24215128
"Latvia","2021-05-24",24897636
"Latvia","2021-05-25",25600425
"Latvia","2021-05-26",26324843
"Latvia","2021-05-27",27070821
"Latvia","2021-05-28",27841152
"Latvia","2021-05-29",28623259
"Latvia","2021-05-30",29409398
"Latvia","2021-05-31",30208295
"Latvia","2021-06-01",31028208
"Latvia","2021-06-02",31869931
"Latvia","2021-06-03",32733195
"Latvia","2021-06-04",33616258
"Latvia","2021-06-05",34510484
"Latvia","2021-06-06",35409864
"Latvia","2021-06-07",36324032
"Latvia","2021-06-08",37256089
"Latvia","2021-06-09",38206245
"Latvia","2021-06-10",39173243
"Latvia","2021-06-11",40157333
"Latvia","2021-06-12",41149591
"Latvia","2021-06-13",42143439
"Latvia","2021-06-14",43147403
"Latvia","2021-06-15",44164125
"Latvia","2021-06-16",45196043
"Latvia","2021-06-17",46240745
"Latvia","2021-06-18",47301404
"Latvia","2021-06-19",48369880
"Latvia","2021-06-20",49441601
"Latvia","2021-06-21",50522987
"Lebanon","2021-02-14",48
"Lebanon","2021-02-15",1328
"Lebanon","2021-02-16",4594
"Lebanon","2021-02-17",10526
"Lebanon","2021-02-18",20131
"Lebanon","2021-02-19",33460
"Lebanon","2021-02-20",46789
"Lebanon","2021-02-21",60118
"Lebanon","2021-02-22",78149
"Lebanon","2021-02-23",99724
"Lebanon","2021-02-24",125117
"Lebanon","2021-02-25",154937
"Lebanon","2021-02-26",189928
"Lebanon","2021-02-27",224919
"Lebanon","2021-02-28",265512
"Lebanon","2021-03-01",311371
"Lebanon","2021-03-02",358996
"Lebanon","2021-03-03",413581
"Lebanon","2021-03-04",471055
"Lebanon","2021-03-05",531593
"Lebanon","2021-03-06",592333
"Lebanon","2021-03-07",653663
"Lebanon","2021-03-08",717670
"Lebanon","2021-03-09",782644
"Lebanon","2021-03-10",869860
"Lebanon","2021-03-11",961827
"Lebanon","2021-03-12",1057715
"Lebanon","2021-03-15",1162440
"Lebanon","2021-03-16",1277604
"Lebanon","2021-03-17",1398494
"Lebanon","2021-03-18",1527981
"Lebanon","2021-03-19",1663258
"Lebanon","2021-03-20",1798607
"Lebanon","2021-03-21",1937027
"Lebanon","2021-03-22",2085146
"Lebanon","2021-03-23",2243164
"Lebanon","2021-03-24",2409179
"Lebanon","2021-03-25",2583210
"Lebanon","2021-03-26",2763284
"Lebanon","2021-03-27",2944411
"Lebanon","2021-03-28",3131123
"Lebanon","2021-03-29",3325026
"Lebanon","2021-03-30",3532673
"Lebanon","2021-03-31",3748959
"Lebanon","2021-04-01",3971291
"Lebanon","2021-04-02",4196999
"Lebanon","2021-04-03",4422841
"Lebanon","2021-04-04",4650891
"Lebanon","2021-04-05",4886194
"Lebanon","2021-04-06",5130966
"Lebanon","2021-04-07",5390119
"Lebanon","2021-04-08",5658697
"Lebanon","2021-04-09",5931076
"Lebanon","2021-04-10",6204663
"Lebanon","2021-04-12",6490629
"Lebanon","2021-04-13",6786794
"Lebanon","2021-04-14",7082962
"Lebanon","2021-04-15",7403585
"Lebanon","2021-04-16",7726232
"Lebanon","2021-04-17",8049000
"Lebanon","2021-04-18",8378452
"Lebanon","2021-04-19",8721738
"Lebanon","2021-04-20",9073530
"Lebanon","2021-04-24",9482062
"Lebanon","2021-04-25",9897624
"Lebanon","2021-04-26",10319529
"Lebanon","2021-04-27",10757797
"Lebanon","2021-04-28",11213072
"Lebanon","2021-04-29",11674232
"Lebanon","2021-04-30",12135958
"Lebanon","2021-05-01",12597716
"Lebanon","2021-05-02",13063625
"Lebanon","2021-05-03",13537365
"Lebanon","2021-05-04",14025339
"Lebanon","2021-05-05",14526323
"Lebanon","2021-05-06",15036028
"Lebanon","2021-05-14",15617096
"Lebanon","2021-05-15",16198614
"Lebanon","2021-05-16",16785348
"Lebanon","2021-05-17",17392342
"Lebanon","2021-05-18",18010756
"Lebanon","2021-05-19",18642435
"Lebanon","2021-05-20",19294285
"Lebanon","2021-05-21",19955334
"Lebanon","2021-05-22",20616943
"Lebanon","2021-05-23",21281757
"Lebanon","2021-05-24",21959935
"Lebanon","2021-05-25",22642031
"Lebanon","2021-05-26",23357317
"Lebanon","2021-05-27",24082650
"Lebanon","2021-05-28",24819978
"Lebanon","2021-05-29",25562343
"Lebanon","2021-05-30",26314515
"Lebanon","2021-05-31",27088950
"Lebanon","2021-06-01",27889090
"Lebanon","2021-06-02",28708608
"Lebanon","2021-06-03",29556628
"Lebanon","2021-06-04",30406099
"Lebanon","2021-06-05",31258189
"Lebanon","2021-06-06",32121323
"Lebanon","2021-06-07",33008319
"Lebanon","2021-06-08",33915737
"Lebanon","2021-06-09",34843885
"Lebanon","2021-06-10",35792847
"Lebanon","2021-06-11",36756070
"Lebanon","2021-06-12",37741388
"Lebanon","2021-06-13",38752255
"Lebanon","2021-06-14",39783894
"Lebanon","2021-06-15",40842366
"Lebanon","2021-06-16",41903816
"Lebanon","2021-06-17",43015404
"Lebanon","2021-06-18",44142385
"Lebanon","2021-06-19",45271104
"Lebanon","2021-06-20",46401773
"Lesotho","2021-04-17",16000
"Lesotho","2021-05-18",52637
"Lesotho","2021-05-21",89396
"Liberia","2021-05-12",36404
"Liberia","2021-05-21",88850
"Liberia","2021-05-24",142476
"Liberia","2021-05-26",198166
"Liberia","2021-05-31",254310
"Liberia","2021-06-08",318112
"Liberia","2021-06-10",382241
"Liberia","2021-06-14",447831
"Liberia","2021-06-15",515268
"Liberia","2021-06-20",584089
"Libya","2021-04-17",750
"Libya","2021-05-10",107309
"Libya","2021-06-01",351200
"Libya","2021-06-09",669009
"Libya","2021-06-12",999269
"Libya","2021-06-16",1350677
"Liechtenstein","2021-01-04",2
"Liechtenstein","2021-01-05",4
"Liechtenstein","2021-01-06",9
"Liechtenstein","2021-01-07",15
"Liechtenstein","2021-01-08",21
"Liechtenstein","2021-01-09",27
"Liechtenstein","2021-01-10",33
"Liechtenstein","2021-01-11",39
"Liechtenstein","2021-01-12",50
"Liechtenstein","2021-01-13",61
"Liechtenstein","2021-01-14",72
"Liechtenstein","2021-01-15",83
"Liechtenstein","2021-01-16",94
"Liechtenstein","2021-01-17",105
"Liechtenstein","2021-01-18",221
"Liechtenstein","2021-01-19",412
"Liechtenstein","2021-01-20",659
"Liechtenstein","2021-01-21",972
"Liechtenstein","2021-01-22",1315
"Liechtenstein","2021-01-23",1658
"Liechtenstein","2021-01-24",2001
"Liechtenstein","2021-01-25",2419
"Liechtenstein","2021-01-26",2882
"Liechtenstein","2021-01-27",3345
"Liechtenstein","2021-01-28",3996
"Liechtenstein","2021-01-29",4837
"Liechtenstein","2021-01-30",5678
"Liechtenstein","2021-01-31",6519
"Liechtenstein","2021-02-01",7360
"Liechtenstein","2021-02-02",8201
"Liechtenstein","2021-02-03",9047
"Liechtenstein","2021-02-04",9893
"Liechtenstein","2021-02-05",10739
"Liechtenstein","2021-02-06",11585
"Liechtenstein","2021-02-07",12431
"Liechtenstein","2021-02-08",13382
"Liechtenstein","2021-02-09",14408
"Liechtenstein","2021-02-10",15487
"Liechtenstein","2021-02-11",16631
"Liechtenstein","2021-02-12",17805
"Liechtenstein","2021-02-13",18979
"Liechtenstein","2021-02-14",20153
"Liechtenstein","2021-02-15",21402
"Liechtenstein","2021-02-16",22896
"Liechtenstein","2021-02-17",24591
"Liechtenstein","2021-02-18",26406
"Liechtenstein","2021-02-19",28221
"Liechtenstein","2021-02-20",30036
"Liechtenstein","2021-02-21",31851
"Liechtenstein","2021-02-22",33869
"Liechtenstein","2021-02-23",36091
"Liechtenstein","2021-02-24",38313
"Liechtenstein","2021-02-25",40724
"Liechtenstein","2021-02-26",43325
"Liechtenstein","2021-02-27",45926
"Liechtenstein","2021-02-28",48527
"Liechtenstein","2021-03-01",51128
"Liechtenstein","2021-03-02",53729
"Liechtenstein","2021-03-03",56452
"Liechtenstein","2021-03-04",59371
"Liechtenstein","2021-03-05",62499
"Liechtenstein","2021-03-06",65627
"Liechtenstein","2021-03-07",68755
"Liechtenstein","2021-03-08",71883
"Liechtenstein","2021-03-09",75222
"Liechtenstein","2021-03-10",78762
"Liechtenstein","2021-03-11",82541
"Liechtenstein","2021-03-12",86320
"Liechtenstein","2021-03-13",90099
"Liechtenstein","2021-03-14",93878
"Liechtenstein","2021-03-15",97667
"Liechtenstein","2021-03-16",101671
"Liechtenstein","2021-03-17",105907
"Liechtenstein","2021-03-18",110273
"Liechtenstein","2021-03-19",114639
"Liechtenstein","2021-03-20",119005
"Liechtenstein","2021-03-21",123371
"Liechtenstein","2021-03-22",127940
"Liechtenstein","2021-03-23",132712
"Liechtenstein","2021-03-24",137723
"Liechtenstein","2021-03-25",142974
"Liechtenstein","2021-03-26",148464
"Liechtenstein","2021-03-27",153954
"Liechtenstein","2021-03-28",159444
"Liechtenstein","2021-03-29",165173
"Liechtenstein","2021-03-30",171152
"Liechtenstein","2021-03-31",177253
"Liechtenstein","2021-04-01",183551
"Liechtenstein","2021-04-02",190055
"Liechtenstein","2021-04-03",196559
"Liechtenstein","2021-04-04",203063
"Liechtenstein","2021-04-05",209567
"Liechtenstein","2021-04-06",216281
"Liechtenstein","2021-04-07",223195
"Liechtenstein","2021-04-08",230349
"Liechtenstein","2021-04-09",237763
"Liechtenstein","2021-04-10",245177
"Liechtenstein","2021-04-11",252591
"Liechtenstein","2021-04-12",260284
"Liechtenstein","2021-04-13",268252
"Liechtenstein","2021-04-14",276527
"Liechtenstein","2021-04-15",285099
"Liechtenstein","2021-04-16",293959
"Liechtenstein","2021-04-17",302819
"Liechtenstein","2021-04-18",311679
"Liechtenstein","2021-04-19",321097
"Liechtenstein","2021-04-20",331056
"Liechtenstein","2021-04-21",341513
"Liechtenstein","2021-04-22",352473
"Liechtenstein","2021-04-23",363930
"Liechtenstein","2021-04-24",375387
"Liechtenstein","2021-04-25",386844
"Liechtenstein","2021-04-26",398541
"Liechtenstein","2021-04-27",410487
"Liechtenstein","2021-04-28",422706
"Liechtenstein","2021-04-29",435194
"Liechtenstein","2021-04-30",448192
"Liechtenstein","2021-05-01",461190
"Liechtenstein","2021-05-02",474188
"Liechtenstein","2021-05-03",487465
"Liechtenstein","2021-05-04",501014
"Liechtenstein","2021-05-05",514843
"Liechtenstein","2021-05-06",528952
"Liechtenstein","2021-05-07",543321
"Liechtenstein","2021-05-08",557690
"Liechtenstein","2021-05-09",572059
"Liechtenstein","2021-05-10",586988
"Liechtenstein","2021-05-11",602457
"Liechtenstein","2021-05-12",618222
"Liechtenstein","2021-05-13",634273
"Liechtenstein","2021-05-14",650606
"Liechtenstein","2021-05-15",666939
"Liechtenstein","2021-05-16",683272
"Liechtenstein","2021-05-17",700164
"Liechtenstein","2021-05-18",717601
"Liechtenstein","2021-05-19",735579
"Liechtenstein","2021-05-20",754099
"Liechtenstein","2021-05-21",773177
"Liechtenstein","2021-05-22",792255
"Liechtenstein","2021-05-23",811333
"Liechtenstein","2021-05-24",830411
"Liechtenstein","2021-05-25",850048
"Liechtenstein","2021-05-26",870232
"Liechtenstein","2021-05-27",890984
"Liechtenstein","2021-05-28",912265
"Liechtenstein","2021-05-29",933546
"Liechtenstein","2021-05-30",954827
"Liechtenstein","2021-05-31",976663
"Liechtenstein","2021-06-01",999048
"Liechtenstein","2021-06-02",1021992
"Liechtenstein","2021-06-03",1045486
"Liechtenstein","2021-06-04",1069540
"Liechtenstein","2021-06-05",1093594
"Liechtenstein","2021-06-06",1117648
"Liechtenstein","2021-06-07",1142282
"Liechtenstein","2021-06-08",1167494
"Liechtenstein","2021-06-09",1193274
"Liechtenstein","2021-06-10",1219624
"Liechtenstein","2021-06-11",1246552
"Liechtenstein","2021-06-12",1273480
"Liechtenstein","2021-06-13",1300408
"Liechtenstein","2021-06-14",1327897
"Liechtenstein","2021-06-15",1355943
"Liechtenstein","2021-06-16",1384549
"Liechtenstein","2021-06-17",1413705
"Liechtenstein","2021-06-18",1443441
"Liechtenstein","2021-06-19",1473177
"Liechtenstein","2021-06-20",1502913
"Lithuania","2020-12-27",2454
"Lithuania","2020-12-28",7665
"Lithuania","2020-12-29",15850
"Lithuania","2020-12-30",25567
"Lithuania","2020-12-31",35309
"Lithuania","2021-01-01",45051
"Lithuania","2021-01-02",54793
"Lithuania","2021-01-03",64535
"Lithuania","2021-01-04",74279
"Lithuania","2021-01-05",84646
"Lithuania","2021-01-06",98516
"Lithuania","2021-01-07",116563
"Lithuania","2021-01-08",139799
"Lithuania","2021-01-09",163339
"Lithuania","2021-01-10",186882
"Lithuania","2021-01-11",212631
"Lithuania","2021-01-12",240470
"Lithuania","2021-01-13",274571
"Lithuania","2021-01-14",317349
"Lithuania","2021-01-15",367454
"Lithuania","2021-01-16",418663
"Lithuania","2021-01-17",471005
"Lithuania","2021-01-18",527876
"Lithuania","2021-01-19",591040
"Lithuania","2021-01-20",657683
"Lithuania","2021-01-21",725875
"Lithuania","2021-01-22",794460
"Lithuania","2021-01-23",863053
"Lithuania","2021-01-24",931646
"Lithuania","2021-01-25",1000345
"Lithuania","2021-01-26",1072193
"Lithuania","2021-01-27",1150963
"Lithuania","2021-01-28",1236843
"Lithuania","2021-01-29",1330813
"Lithuania","2021-01-30",1425427
"Lithuania","2021-01-31",1520049
"Lithuania","2021-02-01",1617559
"Lithuania","2021-02-02",1718989
"Lithuania","2021-02-03",1827236
"Lithuania","2021-02-04",1945359
"Lithuania","2021-02-05",2070822
"Lithuania","2021-02-06",2197015
"Lithuania","2021-02-07",2323305
"Lithuania","2021-02-08",2452264
"Lithuania","2021-02-09",2584093
"Lithuania","2021-02-10",2722084
"Lithuania","2021-02-11",2869150
"Lithuania","2021-02-12",3023522
"Lithuania","2021-02-13",3178341
"Lithuania","2021-02-14",3333161
"Lithuania","2021-02-15",3492631
"Lithuania","2021-02-16",3652622
"Lithuania","2021-02-17",3820902
"Lithuania","2021-02-18",4000531
"Lithuania","2021-02-19",4190653
"Lithuania","2021-02-20",4381781
"Lithuania","2021-02-21",4572909
"Lithuania","2021-02-22",4769513
"Lithuania","2021-02-23",4974775
"Lithuania","2021-02-24",5191766
"Lithuania","2021-02-25",5420628
"Lithuania","2021-02-26",5659531
"Lithuania","2021-02-27",5899227
"Lithuania","2021-02-28",6139372
"Lithuania","2021-03-01",6387087
"Lithuania","2021-03-02",6644151
"Lithuania","2021-03-03",6913227
"Lithuania","2021-03-04",7197779
"Lithuania","2021-03-05",7496356
"Lithuania","2021-03-06",7795559
"Lithuania","2021-03-07",8094764
"Lithuania","2021-03-08",8402889
"Lithuania","2021-03-09",8722920
"Lithuania","2021-03-10",9058596
"Lithuania","2021-03-11",9395408
"Lithuania","2021-03-12",9750153
"Lithuania","2021-03-13",10106645
"Lithuania","2021-03-14",10463162
"Lithuania","2021-03-15",10827733
"Lithuania","2021-03-16",11202508
"Lithuania","2021-03-17",11587825
"Lithuania","2021-03-18",11981540
"Lithuania","2021-03-19",12384511
"Lithuania","2021-03-20",12788217
"Lithuania","2021-03-21",13191955
"Lithuania","2021-03-22",13603934
"Lithuania","2021-03-23",14028807
"Lithuania","2021-03-24",14471299
"Lithuania","2021-03-25",14930743
"Lithuania","2021-03-26",15406620
"Lithuania","2021-03-27",15885649
"Lithuania","2021-03-28",16364862
"Lithuania","2021-03-29",16851936
"Lithuania","2021-03-30",17351887
"Lithuania","2021-03-31",17872550
"Lithuania","2021-04-01",18411501
"Lithuania","2021-04-02",18970240
"Lithuania","2021-04-03",19537649
"Lithuania","2021-04-04",20107467
"Lithuania","2021-04-05",20681001
"Lithuania","2021-04-06",21269226
"Lithuania","2021-04-07",21870197
"Lithuania","2021-04-08",22498100
"Lithuania","2021-04-09",23159469
"Lithuania","2021-04-10",23836456
"Lithuania","2021-04-11",24515163
"Lithuania","2021-04-12",25202618
"Lithuania","2021-04-13",25908898
"Lithuania","2021-04-14",26641955
"Lithuania","2021-04-15",27398187
"Lithuania","2021-04-16",28174827
"Lithuania","2021-04-17",28953974
"Lithuania","2021-04-18",29733205
"Lithuania","2021-04-19",30518280
"Lithuania","2021-04-20",31318613
"Lithuania","2021-04-21",32145606
"Lithuania","2021-04-22",32998726
"Lithuania","2021-04-23",33876490
"Lithuania","2021-04-24",34758793
"Lithuania","2021-04-25",35641361
"Lithuania","2021-04-26",36530103
"Lithuania","2021-04-27",37431927
"Lithuania","2021-04-28",38349131
"Lithuania","2021-04-29",39299023
"Lithuania","2021-04-30",40286600
"Lithuania","2021-05-01",41289958
"Lithuania","2021-05-02",42294062
"Lithuania","2021-05-03",43311557
"Lithuania","2021-05-04",44357346
"Lithuania","2021-05-05",45437861
"Lithuania","2021-05-06",46553944
"Lithuania","2021-05-07",47703877
"Lithuania","2021-05-08",48869621
"Lithuania","2021-05-09",50042501
"Lithuania","2021-05-10",51236030
"Lithuania","2021-05-11",52456046
"Lithuania","2021-05-12",53707757
"Lithuania","2021-05-13",54989670
"Lithuania","2021-05-14",56303145
"Lithuania","2021-05-15",57622758
"Lithuania","2021-05-16",58942872
"Lithuania","2021-05-17",60278778
"Lithuania","2021-05-18",61639285
"Lithuania","2021-05-19",63033030
"Lithuania","2021-05-20",64459470
"Lithuania","2021-05-21",65911819
"Lithuania","2021-05-22",67373235
"Lithuania","2021-05-23",68836481
"Lithuania","2021-05-24",70314284
"Lithuania","2021-05-25",71817855
"Lithuania","2021-05-26",73350721
"Lithuania","2021-05-27",74914002
"Lithuania","2021-05-28",76509798
"Lithuania","2021-05-29",78117139
"Lithuania","2021-05-30",79725072
"Lithuania","2021-05-31",81351497
"Lithuania","2021-06-01",83010698
"Lithuania","2021-06-02",84710583
"Lithuania","2021-06-03",86448080
"Lithuania","2021-06-04",88228162
"Lithuania","2021-06-05",90026565
"Lithuania","2021-06-06",91830590
"Lithuania","2021-06-07",93657727
"Lithuania","2021-06-08",95512596
"Lithuania","2021-06-09",97397028
"Lithuania","2021-06-10",99308319
"Lithuania","2021-06-11",101244349
"Lithuania","2021-06-12",103187233
"Lithuania","2021-06-13",105137324
"Lithuania","2021-06-14",107107678
"Lithuania","2021-06-15",109104253
"Lithuania","2021-06-16",111130582
"Lithuania","2021-06-17",113187008
"Lithuania","2021-06-18",115269293
"Lithuania","2021-06-19",117358553
"Lithuania","2021-06-20",119449087
"Lithuania","2021-06-21",121556535
"Luxembourg","2020-12-30",1200
"Luxembourg","2021-01-11",3143
"Luxembourg","2021-01-12",5515
"Luxembourg","2021-01-13",8386
"Luxembourg","2021-01-14",11619
"Luxembourg","2021-01-17",15374
"Luxembourg","2021-01-18",19943
"Luxembourg","2021-01-19",25237
"Luxembourg","2021-01-20",31430
"Luxembourg","2021-01-21",38327
"Luxembourg","2021-01-25",46881
"Luxembourg","2021-01-26",56406
"Luxembourg","2021-01-27",66855
"Luxembourg","2021-01-28",78228
"Luxembourg","2021-01-31",90656
"Luxembourg","2021-02-01",103897
"Luxembourg","2021-02-02",118149
"Luxembourg","2021-02-03",133556
"Luxembourg","2021-02-04",149975
"Luxembourg","2021-02-07",167603
"Luxembourg","2021-02-08",185742
"Luxembourg","2021-02-09",204395
"Luxembourg","2021-02-10",224318
"Luxembourg","2021-02-11",245708
"Luxembourg","2021-02-14",268603
"Luxembourg","2021-02-15",292627
"Luxembourg","2021-02-16",318545
"Luxembourg","2021-02-17",345664
"Luxembourg","2021-02-18",374597
"Luxembourg","2021-02-21",405582
"Luxembourg","2021-02-22",437508
"Luxembourg","2021-02-23",470878
"Luxembourg","2021-02-24",505638
"Luxembourg","2021-02-25",541709
"Luxembourg","2021-02-28",579502
"Luxembourg","2021-03-01",618623
"Luxembourg","2021-03-02",659083
"Luxembourg","2021-03-03",701201
"Luxembourg","2021-03-04",745372
"Luxembourg","2021-03-07",792081
"Luxembourg","2021-03-08",839596
"Luxembourg","2021-03-09",888557
"Luxembourg","2021-03-10",940014
"Luxembourg","2021-03-11",994879
"Luxembourg","2021-03-14",1053927
"Luxembourg","2021-03-15",1114514
"Luxembourg","2021-03-16",1178582
"Luxembourg","2021-03-17",1245736
"Luxembourg","2021-03-18",1316075
"Luxembourg","2021-03-21",1390330
"Luxembourg","2021-03-22",1465862
"Luxembourg","2021-03-23",1543859
"Luxembourg","2021-03-24",1624187
"Luxembourg","2021-03-25",1706840
"Luxembourg","2021-03-28",1796524
"Luxembourg","2021-03-30",1889098
"Luxembourg","2021-03-31",1984755
"Luxembourg","2021-04-01",2084111
"Luxembourg","2021-04-05",2193051
"Luxembourg","2021-04-06",2305815
"Luxembourg","2021-04-07",2422952
"Luxembourg","2021-04-08",2544905
"Luxembourg","2021-04-11",2675184
"Luxembourg","2021-04-12",2810275
"Luxembourg","2021-04-13",2951627
"Luxembourg","2021-04-14",3099142
"Luxembourg","2021-04-15",3252562
"Luxembourg","2021-04-18",3416653
"Luxembourg","2021-04-19",3582168
"Luxembourg","2021-04-20",3748892
"Luxembourg","2021-04-21",3918930
"Luxembourg","2021-04-22",4092083
"Luxembourg","2021-04-25",4270884
"Luxembourg","2021-04-26",4451372
"Luxembourg","2021-04-27",4633280
"Luxembourg","2021-04-28",4819760
"Luxembourg","2021-04-29",5011179
"Luxembourg","2021-05-02",5211732
"Luxembourg","2021-05-03",5418439
"Luxembourg","2021-05-04",5631675
"Luxembourg","2021-05-05",5851926
"Luxembourg","2021-05-06",6079240
"Luxembourg","2021-05-09",6320510
"Luxembourg","2021-05-10",6569002
"Luxembourg","2021-05-11",6824680
"Luxembourg","2021-05-13",7094563
"Luxembourg","2021-05-16",7379476
"Luxembourg","2021-05-17",7670979
"Luxembourg","2021-05-18",7968330
"Luxembourg","2021-05-19",8272392
"Luxembourg","2021-05-20",8582025
"Luxembourg","2021-05-25",8906928
"Luxembourg","2021-05-27",9236318
"Luxembourg","2021-05-28",9571084
"Luxembourg","2021-05-29",9911216
"Luxembourg","2021-05-31",10256790
"Luxembourg","2021-06-01",10607846
"Luxembourg","2021-06-02",10964168
"Luxembourg","2021-06-03",11337653
"Luxembourg","2021-06-07",11727155
"Luxembourg","2021-06-08",12125229
"Luxembourg","2021-06-09",12531799
"Luxembourg","2021-06-11",12954828
"Luxembourg","2021-06-14",13394460
"Luxembourg","2021-06-15",13841024
"Luxembourg","2021-06-16",14293595
"Luxembourg","2021-06-17",14754145
"Luxembourg","2021-06-18",15222491
"Luxembourg","2021-06-21",15714207
"Macao","2021-02-09",595
"Macao","2021-02-17",2595
"Macao","2021-02-22",6295
"Macao","2021-02-24",15579
"Macao","2021-02-25",26270
"Macao","2021-02-26",38252
"Macao","2021-02-28",52678
"Macao","2021-03-01",67772
"Macao","2021-03-02",83816
"Macao","2021-03-03",100887
"Macao","2021-03-04",118985
"Macao","2021-03-05",138013
"Macao","2021-03-06",158231
"Macao","2021-03-07",179287
"Macao","2021-03-08",201127
"Macao","2021-03-09",223992
"Macao","2021-03-10",248032
"Macao","2021-03-11",273426
"Macao","2021-03-12",299866
"Macao","2021-03-13",327503
"Macao","2021-03-14",356270
"Macao","2021-03-15",386103
"Macao","2021-03-16",417016
"Macao","2021-03-17",448883
"Macao","2021-03-18",481724
"Macao","2021-03-19",515651
"Macao","2021-03-20",550922
"Macao","2021-03-21",587381
"Macao","2021-03-22",625088
"Macao","2021-03-23",664345
"Macao","2021-03-24",705046
"Macao","2021-03-25",746994
"Macao","2021-03-26",790205
"Macao","2021-03-27",835113
"Macao","2021-03-28",881399
"Macao","2021-03-29",928882
"Macao","2021-03-30",978190
"Macao","2021-03-31",1029207
"Macao","2021-04-01",1081979
"Macao","2021-04-02",1135605
"Macao","2021-04-03",1190309
"Macao","2021-04-04",1246260
"Macao","2021-04-05",1302790
"Macao","2021-04-06",1360041
"Macao","2021-04-07",1418717
"Macao","2021-04-08",1479495
"Macao","2021-04-09",1542388
"Macao","2021-04-10",1607902
"Macao","2021-04-11",1675333
"Macao","2021-04-12",1744482
"Macao","2021-04-13",1815678
"Macao","2021-04-14",1888778
"Macao","2021-04-15",1963865
"Macao","2021-04-16",2041101
"Macao","2021-04-17",2121022
"Macao","2021-04-18",2202915
"Macao","2021-04-19",2286172
"Macao","2021-04-20",2371183
"Macao","2021-04-21",2457836
"Macao","2021-04-22",2546128
"Macao","2021-04-23",2636191
"Macao","2021-04-24",2727954
"Macao","2021-04-25",2821642
"Macao","2021-04-26",2917271
"Macao","2021-04-27",3015292
"Macao","2021-04-28",3115746
"Macao","2021-04-29",3218190
"Macao","2021-04-30",3322326
"Macao","2021-05-01",3428523
"Macao","2021-05-02",3536237
"Macao","2021-05-03",3644411
"Macao","2021-05-04",3753666
"Macao","2021-05-05",3864618
"Macao","2021-05-06",3977366
"Macao","2021-05-07",4091938
"Macao","2021-05-08",4208823
"Macao","2021-05-09",4327510
"Macao","2021-05-10",4447804
"Macao","2021-05-11",4570092
"Macao","2021-05-12",4694285
"Macao","2021-05-13",4820426
"Macao","2021-05-14",4948573
"Macao","2021-05-15",5079334
"Macao","2021-05-16",5212244
"Macao","2021-05-17",5346830
"Macao","2021-05-18",5483717
"Macao","2021-05-19",5622131
"Macao","2021-05-20",5762252
"Macao","2021-05-21",5905152
"Macao","2021-05-22",6051341
"Macao","2021-05-23",6200134
"Macao","2021-05-24",6351523
"Macao","2021-05-25",6506266
"Macao","2021-05-26",6663529
"Macao","2021-05-27",6823039
"Macao","2021-05-28",6985762
"Macao","2021-05-29",7152618
"Macao","2021-05-31",7326022
"Macao","2021-06-01",7503972
