"location","total_vaccinations","cum_total_vaccinations"
"Trinidad and Tobago","2021-05-14",1237705
"Trinidad and Tobago","2021-05-15",1299555
"Trinidad and Tobago","2021-05-16",1361405
"Trinidad and Tobago","2021-05-17",1423255
"Trinidad and Tobago","2021-05-18",1486240
"Trinidad and Tobago","2021-05-19",1549225
"Trinidad and Tobago","2021-05-20",1612210
"Trinidad and Tobago","2021-05-21",1675749
"Trinidad and Tobago","2021-05-22",1741567
"Trinidad and Tobago","2021-05-23",1809045
"Trinidad and Tobago","2021-05-24",1877548
"Trinidad and Tobago","2021-05-25",1950847
"Trinidad and Tobago","2021-05-26",2027612
"Trinidad and Tobago","2021-05-27",2107073
"Trinidad and Tobago","2021-05-28",2193152
"Trinidad and Tobago","2021-05-29",2285196
"Trinidad and Tobago","2021-05-30",2379668
"Trinidad and Tobago","2021-05-31",2475518
"Trinidad and Tobago","2021-06-01",2575256
"Trinidad and Tobago","2021-06-02",2680321
"Trinidad and Tobago","2021-06-03",2788087
"Trinidad and Tobago","2021-06-04",2899376
"Trinidad and Tobago","2021-06-05",3014716
"Trinidad and Tobago","2021-06-06",3134472
"Trinidad and Tobago","2021-06-07",3259816
"Trinidad and Tobago","2021-06-08",3392742
"Trinidad and Tobago","2021-06-09",3535235
"Trinidad and Tobago","2021-06-10",3686894
"Trinidad and Tobago","2021-06-11",3846603
"Trinidad and Tobago","2021-06-12",4010636
"Trinidad and Tobago","2021-06-13",4180800
"Trinidad and Tobago","2021-06-14",4360863
"Trinidad and Tobago","2021-06-15",4546396
"Trinidad and Tobago","2021-06-16",4738891
"Trinidad and Tobago","2021-06-17",4940204
"Trinidad and Tobago","2021-06-18",5150702
"Trinidad and Tobago","2021-06-19",5366693
"Trinidad and Tobago","2021-06-20",5582684
"Trinidad and Tobago","2021-06-21",5805157
"Tunisia","2021-03-13",743
"Tunisia","2021-03-14",2819
"Tunisia","2021-03-15",5374
"Tunisia","2021-03-19",12235
"Tunisia","2021-03-21",24731
"Tunisia","2021-03-22",42751
"Tunisia","2021-03-23",64791
"Tunisia","2021-03-25",96817
"Tunisia","2021-03-26",135670
"Tunisia","2021-03-27",179981
"Tunisia","2021-03-29",233070
"Tunisia","2021-04-02",303839
"Tunisia","2021-04-03",383979
"Tunisia","2021-04-04",472522
"Tunisia","2021-04-05",570579
"Tunisia","2021-04-06",675501
"Tunisia","2021-04-07",787755
"Tunisia","2021-04-08",912534
"Tunisia","2021-04-09",1042908
"Tunisia","2021-04-10",1185840
"Tunisia","2021-04-11",1340487
"Tunisia","2021-04-12",1506580
"Tunisia","2021-04-13",1682019
"Tunisia","2021-04-14",1865044
"Tunisia","2021-04-15",2056669
"Tunisia","2021-04-18",2282569
"Tunisia","2021-04-19",2521967
"Tunisia","2021-04-20",2774639
"Tunisia","2021-04-21",3040004
"Tunisia","2021-04-22",3319894
"Tunisia","2021-04-23",3612967
"Tunisia","2021-04-24",3919579
"Tunisia","2021-04-25",4239588
"Tunisia","2021-04-26",4572588
"Tunisia","2021-04-27",4918502
"Tunisia","2021-04-28",5277248
"Tunisia","2021-04-30",5649331
"Tunisia","2021-05-01",6049695
"Tunisia","2021-05-02",6465496
"Tunisia","2021-05-03",6889981
"Tunisia","2021-05-04",7322859
"Tunisia","2021-05-05",7767349
"Tunisia","2021-05-06",8224917
"Tunisia","2021-05-07",8703672
"Tunisia","2021-05-08",9203041
"Tunisia","2021-05-09",9721579
"Tunisia","2021-05-10",10258959
"Tunisia","2021-05-15",10829512
"Tunisia","2021-05-16",11429481
"Tunisia","2021-05-17",12057588
"Tunisia","2021-05-18",12713665
"Tunisia","2021-05-19",13397838
"Tunisia","2021-05-21",14136505
"Tunisia","2021-05-22",14902256
"Tunisia","2021-05-23",15690834
"Tunisia","2021-05-24",16499997
"Tunisia","2021-05-25",17331821
"Tunisia","2021-05-26",18185253
"Tunisia","2021-05-27",19061061
"Tunisia","2021-05-28",19960170
"Tunisia","2021-05-29",20883008
"Tunisia","2021-05-30",21825540
"Tunisia","2021-05-31",22784491
"Tunisia","2021-06-01",23768138
"Tunisia","2021-06-02",24784998
"Tunisia","2021-06-03",25836794
"Tunisia","2021-06-04",26924952
"Tunisia","2021-06-05",28050988
"Tunisia","2021-06-06",29210912
"Tunisia","2021-06-07",30403807
"Tunisia","2021-06-08",31627370
"Tunisia","2021-06-09",32879495
"Tunisia","2021-06-10",34154335
"Tunisia","2021-06-11",35466569
"Tunisia","2021-06-12",36814458
"Tunisia","2021-06-13",38196072
"Tunisia","2021-06-14",39602027
"Tunisia","2021-06-15",41035296
"Tunisia","2021-06-16",42495076
"Tunisia","2021-06-17",43981604
"Tunisia","2021-06-18",45499499
"Tunisia","2021-06-19",47051348
"Tunisia","2021-06-20",48634501
"Turkey","2021-01-14",279452
"Turkey","2021-01-15",896104
"Turkey","2021-01-16",1573007
"Turkey","2021-01-17",2279458
"Turkey","2021-01-18",3111870
"Turkey","2021-01-19",4062505
"Turkey","2021-01-20",5114998
"Turkey","2021-01-21",6235256
"Turkey","2021-01-22",7437468
"Turkey","2021-01-23",8664351
"Turkey","2021-01-24",9909004
"Turkey","2021-01-25",11211757
"Turkey","2021-01-26",12622030
"Turkey","2021-01-27",14144610
"Turkey","2021-01-28",15842185
"Turkey","2021-01-29",17770536
"Turkey","2021-01-30",19731396
"Turkey","2021-01-31",21717633
"Turkey","2021-02-01",23853932
"Turkey","2021-02-02",26083165
"Turkey","2021-02-03",28426445
"Turkey","2021-02-04",30927251
"Turkey","2021-02-05",33487053
"Turkey","2021-02-06",36088770
"Turkey","2021-02-07",38699266
"Turkey","2021-02-08",41363469
"Turkey","2021-02-09",44096178
"Turkey","2021-02-10",46891294
"Turkey","2021-02-11",49737419
"Turkey","2021-02-12",53141773
"Turkey","2021-02-13",56851669
"Turkey","2021-02-14",60676770
"Turkey","2021-02-15",64858797
"Turkey","2021-02-16",69489581
"Turkey","2021-02-17",74713183
"Turkey","2021-02-18",80608478
"Turkey","2021-02-19",86970177
"Turkey","2021-02-20",93503687
"Turkey","2021-02-21",100075517
"Turkey","2021-02-22",106912819
"Turkey","2021-02-23",114202317
"Turkey","2021-02-24",121822012
"Turkey","2021-02-25",129801738
"Turkey","2021-02-26",138100543
"Turkey","2021-02-27",146615318
"Turkey","2021-02-28",155163193
"Turkey","2021-03-01",163937911
"Turkey","2021-03-02",173011551
"Turkey","2021-03-03",182329097
"Turkey","2021-03-04",191889135
"Turkey","2021-03-05",201645424
"Turkey","2021-03-06",211529031
"Turkey","2021-03-07",221446379
"Turkey","2021-03-08",231448359
"Turkey","2021-03-09",241671353
"Turkey","2021-03-10",252031636
"Turkey","2021-03-11",262534130
"Turkey","2021-03-12",273276407
"Turkey","2021-03-13",284199691
"Turkey","2021-03-14",295191786
"Turkey","2021-03-15",306453398
"Turkey","2021-03-16",318149694
"Turkey","2021-03-17",330291939
"Turkey","2021-03-18",342723421
"Turkey","2021-03-19",355567998
"Turkey","2021-03-20",368597752
"Turkey","2021-03-21",381655474
"Turkey","2021-03-22",394921426
"Turkey","2021-03-23",408510593
"Turkey","2021-03-24",422480460
"Turkey","2021-03-25",436707870
"Turkey","2021-03-26",451199117
"Turkey","2021-03-27",465851776
"Turkey","2021-03-29",480801036
"Turkey","2021-03-30",496102498
"Turkey","2021-03-31",511937285
"Turkey","2021-04-01",528085968
"Turkey","2021-04-02",544403138
"Turkey","2021-04-03",561006057
"Turkey","2021-04-04",577689124
"Turkey","2021-04-05",594682698
"Turkey","2021-04-06",612050573
"Turkey","2021-04-07",629755461
"Turkey","2021-04-08",647845244
"Turkey","2021-04-09",666165628
"Turkey","2021-04-10",684610982
"Turkey","2021-04-11",703105778
"Turkey","2021-04-12",721834756
"Turkey","2021-04-13",740897514
"Turkey","2021-04-14",760170189
"Turkey","2021-04-15",779615458
"Turkey","2021-04-16",799427232
"Turkey","2021-04-17",819364591
"Turkey","2021-04-18",839334806
"Turkey","2021-04-19",859410310
"Turkey","2021-04-20",879693537
"Turkey","2021-04-21",900171222
"Turkey","2021-04-22",920900197
"Turkey","2021-04-23",941787624
"Turkey","2021-04-24",962856027
"Turkey","2021-04-25",983986990
"Turkey","2021-04-26",1005381775
"Turkey","2021-04-27",1027060236
"Turkey","2021-04-28",1049193039
"Turkey","2021-04-29",1071761211
"Turkey","2021-04-30",1094578102
"Turkey","2021-05-01",1117477148
"Turkey","2021-05-02",1140483882
"Turkey","2021-05-03",1163778359
"Turkey","2021-05-04",1187507472
"Turkey","2021-05-05",1211611355
"Turkey","2021-05-06",1236079074
"Turkey","2021-05-07",1260770118
"Turkey","2021-05-08",1285623471
"Turkey","2021-05-09",1310542244
"Turkey","2021-05-10",1335560322
"Turkey","2021-05-11",1360738996
"Turkey","2021-05-12",1386087871
"Turkey","2021-05-13",1411490148
"Turkey","2021-05-14",1437052146
"Turkey","2021-05-15",1462739573
"Turkey","2021-05-16",1488512316
"Turkey","2021-05-17",1514463250
"Turkey","2021-05-18",1541000413
"Turkey","2021-05-19",1567821873
"Turkey","2021-05-20",1594905247
"Turkey","2021-05-21",1622650647
"Turkey","2021-05-22",1650469594
"Turkey","2021-05-23",1678518321
"Turkey","2021-05-24",1706679556
"Turkey","2021-05-25",1735077403
"Turkey","2021-05-26",1763588736
"Turkey","2021-05-27",1792194189
"Turkey","2021-05-28",1820924366
"Turkey","2021-05-29",1849727047
"Turkey","2021-05-30",1878688008
"Turkey","2021-05-31",1907859551
"Turkey","2021-06-01",1937235236
"Turkey","2021-06-02",1966892295
"Turkey","2021-06-03",1997021554
"Turkey","2021-06-04",2027340064
"Turkey","2021-06-05",2057916126
"Turkey","2021-06-06",2088773446
"Turkey","2021-06-07",2120019769
"Turkey","2021-06-08",2151609607
"Turkey","2021-06-09",2183596948
"Turkey","2021-06-10",2216104520
"Turkey","2021-06-11",2249057511
"Turkey","2021-06-12",2282485673
"Turkey","2021-06-13",2316538362
"Turkey","2021-06-14",2351316527
"Turkey","2021-06-15",2387557752
"Turkey","2021-06-16",2425296851
"Turkey","2021-06-17",2464743052
"Turkey","2021-06-18",2505362204
"Turkey","2021-06-19",2546556994
"Turkey","2021-06-20",2589170372
"Turkey","2021-06-21",2632799551
"Turkmenistan","2021-04-04",41993
"Turks and Caicos Islands","2021-03-29",24300
"Turks and Caicos Islands","2021-04-11",49339
"Turks and Caicos Islands","2021-05-16",80099
"Turks and Caicos Islands","2021-05-28",116269
"Turks and Caicos Islands","2021-06-18",154379
"Tuvalu","2021-04-27",2400
"Tuvalu","2021-06-01",4800
"Tuvalu","2021-06-15",9572
"Uganda","2021-03-12",1015
"Uganda","2021-03-13",2230
"Uganda","2021-03-14",3445
"Uganda","2021-03-15",6286
"Uganda","2021-03-16",10970
"Uganda","2021-03-17",18890
"Uganda","2021-03-18",31917
"Uganda","2021-03-19",49460
"Uganda","2021-03-20",68468
"Uganda","2021-03-21",91995
"Uganda","2021-03-22",117855
"Uganda","2021-03-23",150381
"Uganda","2021-03-24",196825
"Uganda","2021-03-25",243489
"Uganda","2021-03-26",290153
"Uganda","2021-03-27",350292
"Uganda","2021-03-28",419993
"Uganda","2021-03-29",500829
"Uganda","2021-03-30",591025
"Uganda","2021-04-04",720659
"Uganda","2021-04-05",858723
"Uganda","2021-04-06",1002748
"Uganda","2021-04-07",1166239
"Uganda","2021-04-08",1342708
"Uganda","2021-04-10",1523677
"Uganda","2021-04-11",1713086
"Uganda","2021-04-12",1910385
"Uganda","2021-04-13",2117093
"Uganda","2021-04-14",2337986
"Uganda","2021-04-16",2565677
"Uganda","2021-04-17",2798191
"Uganda","2021-04-18",3037808
"Uganda","2021-04-19",3283747
"Uganda","2021-04-20",3537309
"Uganda","2021-04-21",3805626
"Uganda","2021-04-24",4081932
"Uganda","2021-04-26",4385962
"Uganda","2021-04-27",4707312
"Uganda","2021-04-28",5037389
"Uganda","2021-05-01",5376996
"Uganda","2021-05-02",5718815
"Uganda","2021-05-03",6083397
"Uganda","2021-05-04",6458680
"Uganda","2021-05-05",6845704
"Uganda","2021-05-06",7237850
"Uganda","2021-05-07",7633655
"Uganda","2021-05-08",8033401
"Uganda","2021-05-09",8438373
"Uganda","2021-05-11",8856727
"Uganda","2021-05-12",9279819
"Uganda","2021-05-14",9710120
"Uganda","2021-05-16",10163542
"Uganda","2021-05-17",10630365
"Uganda","2021-05-19",11119351
"Uganda","2021-05-21",11626138
"Uganda","2021-05-22",12139476
"Uganda","2021-05-23",12670129
"Uganda","2021-05-24",13211698
"Uganda","2021-05-26",13776861
"Uganda","2021-05-27",14353897
"Uganda","2021-05-29",14949821
"Uganda","2021-05-30",15597178
"Uganda","2021-05-31",16269573
"Uganda","2021-06-01",16946657
"Uganda","2021-06-02",17653283
"Uganda","2021-06-05",18401959
"Uganda","2021-06-08",19159623
"Uganda","2021-06-10",19937428
"Uganda","2021-06-12",20723588
"Uganda","2021-06-13",21527385
"Uganda","2021-06-14",22333514
"Uganda","2021-06-15",23145632
"Uganda","2021-06-16",23967291
"Ukraine","2021-02-24",159
"Ukraine","2021-02-25",1497
"Ukraine","2021-02-26",4548
"Ukraine","2021-02-27",7689
"Ukraine","2021-03-01",12594
"Ukraine","2021-03-02",19482
"Ukraine","2021-03-03",29050
"Ukraine","2021-03-04",41531
"Ukraine","2021-03-05",57289
"Ukraine","2021-03-06",74326
"Ukraine","2021-03-07",92273
"Ukraine","2021-03-08",111391
"Ukraine","2021-03-09",134871
"Ukraine","2021-03-10",164249
"Ukraine","2021-03-11",202486
"Ukraine","2021-03-12",250027
"Ukraine","2021-03-13",301164
"Ukraine","2021-03-14",354319
"Ukraine","2021-03-15",416402
"Ukraine","2021-03-17",509116
"Ukraine","2021-03-19",613458
"Ukraine","2021-03-20",721768
"Ukraine","2021-03-21",832793
"Ukraine","2021-03-22",954722
"Ukraine","2021-03-23",1110309
"Ukraine","2021-03-25",1302573
"Ukraine","2021-03-28",1501038
"Ukraine","2021-03-29",1713936
"Ukraine","2021-03-30",1945502
"Ukraine","2021-03-31",2194238
"Ukraine","2021-04-01",2462073
"Ukraine","2021-04-02",2748720
"Ukraine","2021-04-04",3040546
"Ukraine","2021-04-05",3345228
"Ukraine","2021-04-06",3665493
"Ukraine","2021-04-07",4000071
"Ukraine","2021-04-08",4353218
"Ukraine","2021-04-09",4726223
"Ukraine","2021-04-10",5103276
"Ukraine","2021-04-11",5481545
"Ukraine","2021-04-12",5869949
"Ukraine","2021-04-13",6273505
"Ukraine","2021-04-14",6692805
"Ukraine","2021-04-15",7125625
"Ukraine","2021-04-16",7571489
"Ukraine","2021-04-17",8020686
"Ukraine","2021-04-18",8471336
"Ukraine","2021-04-19",8934130
"Ukraine","2021-04-20",9411966
"Ukraine","2021-04-21",9903846
"Ukraine","2021-04-22",10411895
"Ukraine","2021-04-23",10934283
"Ukraine","2021-04-25",11462316
"Ukraine","2021-04-26",12001449
"Ukraine","2021-04-27",12560172
"Ukraine","2021-04-28",13189364
"Ukraine","2021-04-29",13891932
"Ukraine","2021-04-30",14644485
"Ukraine","2021-05-01",15399699
"Ukraine","2021-05-02",16155090
"Ukraine","2021-05-03",16911400
"Ukraine","2021-05-04",17671135
"Ukraine","2021-05-05",18455364
"Ukraine","2021-05-06",19277560
"Ukraine","2021-05-07",20135802
"Ukraine","2021-05-08",20998887
"Ukraine","2021-05-10",21865170
"Ukraine","2021-05-11",22749717
"Ukraine","2021-05-12",23654650
"Ukraine","2021-05-13",24581170
"Ukraine","2021-05-14",25531328
"Ukraine","2021-05-15",26487650
"Ukraine","2021-05-16",27446202
"Ukraine","2021-05-17",28421986
"Ukraine","2021-05-18",29416858
"Ukraine","2021-05-19",30429673
"Ukraine","2021-05-20",31461401
"Ukraine","2021-05-21",32510712
"Ukraine","2021-05-22",33563526
"Ukraine","2021-05-23",34617665
"Ukraine","2021-05-24",35685860
"Ukraine","2021-05-25",36770442
"Ukraine","2021-05-26",37870155
"Ukraine","2021-05-27",38986161
"Ukraine","2021-05-28",40118982
"Ukraine","2021-05-29",41260395
"Ukraine","2021-05-30",42407976
"Ukraine","2021-05-31",43569494
"Ukraine","2021-06-01",44749896
"Ukraine","2021-06-02",45964779
"Ukraine","2021-06-03",47230502
"Ukraine","2021-06-04",48553665
"Ukraine","2021-06-05",49916929
"Ukraine","2021-06-06",51305053
"Ukraine","2021-06-07",52741338
"Ukraine","2021-06-08",54230784
"Ukraine","2021-06-09",55775803
"Ukraine","2021-06-10",57375151
"Ukraine","2021-06-11",59036561
"Ukraine","2021-06-12",60732841
"Ukraine","2021-06-13",62451340
"Ukraine","2021-06-14",64219896
"Ukraine","2021-06-15",66051043
"Ukraine","2021-06-16",67958738
"Ukraine","2021-06-17",69948136
"Ukraine","2021-06-19",72030238
"Ukraine","2021-06-20",74116730
"Ukraine","2021-06-21",76212188
"United Arab Emirates","2021-01-05",826301
"United Arab Emirates","2021-01-06",1652602
"United Arab Emirates","2021-01-07",2540299
"United Arab Emirates","2021-01-08",3481855
"United Arab Emirates","2021-01-09",4502204
"United Arab Emirates","2021-01-10",5588772
"United Arab Emirates","2021-01-11",6756023
"United Arab Emirates","2021-01-12",8031675
"United Arab Emirates","2021-01-13",9426255
"United Arab Emirates","2021-01-14",10954088
"United Arab Emirates","2021-01-15",12620075
"United Arab Emirates","2021-01-16",14418001
"United Arab Emirates","2021-01-17",16300779
"United Arab Emirates","2021-01-18",18272300
"United Arab Emirates","2021-01-19",20337667
"United Arab Emirates","2021-01-20",22498817
"United Arab Emirates","2021-01-21",24744886
"United Arab Emirates","2021-01-22",27083959
"United Arab Emirates","2021-01-23",29510752
"United Arab Emirates","2021-01-24",31998536
"United Arab Emirates","2021-01-25",34569622
"United Arab Emirates","2021-01-26",37247297
"United Arab Emirates","2021-01-27",40011742
"United Arab Emirates","2021-01-28",42880387
"United Arab Emirates","2021-01-29",45886988
"United Arab Emirates","2021-01-30",49001150
"United Arab Emirates","2021-01-31",52335312
"United Arab Emirates","2021-02-01",55776089
"United Arab Emirates","2021-02-02",59340606
"United Arab Emirates","2021-02-03",63032197
"United Arab Emirates","2021-02-04",66881571
"United Arab Emirates","2021-02-05",70889731
"United Arab Emirates","2021-02-06",75091078
"United Arab Emirates","2021-02-07",79404946
"United Arab Emirates","2021-02-08",83818595
"United Arab Emirates","2021-02-09",88345739
"United Arab Emirates","2021-02-10",93030397
"United Arab Emirates","2021-02-11",97822605
"United Arab Emirates","2021-02-12",102724400
"United Arab Emirates","2021-02-13",107729664
"United Arab Emirates","2021-02-14",112784895
"United Arab Emirates","2021-02-15",117871730
"United Arab Emirates","2021-02-16",123070455
"United Arab Emirates","2021-02-17",128354861
"United Arab Emirates","2021-02-18",133728591
"United Arab Emirates","2021-02-19",139195422
"United Arab Emirates","2021-02-20",144748813
"United Arab Emirates","2021-02-21",150303155
"United Arab Emirates","2021-02-22",155860948
"United Arab Emirates","2021-02-23",161529212
"United Arab Emirates","2021-02-24",167290675
"United Arab Emirates","2021-02-25",173136711
"United Arab Emirates","2021-02-26",179070010
"United Arab Emirates","2021-02-27",185085099
"United Arab Emirates","2021-02-28",191105560
"United Arab Emirates","2021-03-01",197133977
"United Arab Emirates","2021-03-02",203228933
"United Arab Emirates","2021-03-03",209397263
"United Arab Emirates","2021-03-04",215601267
"United Arab Emirates","2021-03-05",221836583
"United Arab Emirates","2021-03-06",228102443
"United Arab Emirates","2021-03-07",234375452
"United Arab Emirates","2021-03-08",240663203
"United Arab Emirates","2021-03-09",246988414
"United Arab Emirates","2021-03-10",253356275
"United Arab Emirates","2021-03-11",259763625
"United Arab Emirates","2021-03-12",266226512
"United Arab Emirates","2021-03-13",272743235
"United Arab Emirates","2021-03-14",279284147
"United Arab Emirates","2021-03-15",285863028
"United Arab Emirates","2021-03-16",292531655
"United Arab Emirates","2021-03-17",299362024
"United Arab Emirates","2021-03-18",306342490
"United Arab Emirates","2021-03-19",313466636
"United Arab Emirates","2021-03-20",320647692
"United Arab Emirates","2021-03-21",327946460
